game_id,move_number,move_played,piece_type,best_move,cp_loss,move_category,fen_before,score_before,score_after
5r4sXSHB,28,h6,Pawn,Bd5,24,Good,r2q1rk1/2n1ppbp/1pp1b1p1/p1p1P3/P3N3/1P1P1N1P/1BP2PP1/R2QR1K1 b - - 2 14,66,90
5r4sXSHB,30,Kh7,King,f5,29,Good,r2q1rk1/2n1ppb1/1pp1b1pp/p1p1P3/P3N3/1P1P1N1P/1BPQ1PP1/R3R1K1 b - - 1 15,89,118
5r4sXSHB,32,Nd5,Knight,Bd5,57,Inaccuracy,r2q1r2/2n1ppbk/1pp1b1pp/p1p1P3/P3NQ2/1P1P1N1P/1BP2PP1/R3R1K1 b - - 3 16,98,155
5r4sXSHB,34,Kg8,King,Bf5,19,Good,r2q1r2/4ppbk/1pp1b1pp/p1pnP3/P3N2Q/1P1P1N1P/1BP2PP1/R3R1K1 b - - 5 17,126,145
5r4sXSHB,36,h5,Pawn,g5,101,Mistake,r2q1rk1/4ppb1/1pp1b1pp/p1pnP3/P3N2Q/1P1P1N1P/2P2PP1/R1B1R1K1 b - - 7 18,121,222
5r4sXSHB,38,f6,Pawn,Nb4,66,Inaccuracy,r2q1rk1/4ppb1/1pp1b1p1/p1pnP2p/P3N1PQ/1P1P1N1P/2P2P2/R1B1R1K1 b - - 0 19,235,301
5r4sXSHB,40,g5,Pawn,g5,41,Inaccuracy,r2q1rk1/4p1b1/1pp1bpp1/p1pnP2P/P3N2Q/1P1P1N1P/2P2P2/R1B1R1K1 b - - 0 20,278,319
5r4sXSHB,42,Qe8,Queen,Bf5,-10,Good,r2q1rk1/4p1b1/1pp1bp2/p1pnP1pP/P3N3/1P1P1NQP/2P2P2/R1B1R1K1 b - - 1 21,216,206
5r4sXSHB,44,Bxh6,Bishop,Bxh6,9,Good,r3qrk1/4p1b1/1pp1bp1P/p1pnP1p1/P3N3/1P1P1NQP/2P2P2/R1B1R1K1 b - - 0 22,244,253
5r4sXSHB,46,Qg6,Queen,Bg7,96,Mistake,r3qrk1/4p3/1pp1bp1b/p1pnP1p1/P3N2P/1P1P1NQ1/2P2P2/R1B1R1K1 b - - 0 23,138,234
5r4sXSHB,48,fxg5,Pawn,fxg5,12,Good,r4rk1/4p3/1pp1bpqb/p1pnP1P1/P3N3/1P1P1NQ1/2P2P2/R1B1R1K1 b - - 0 24,202,214
5r4sXSHB,50,Bf5,Bishop,Bf5,-3,Good,r4rk1/4p3/1pp1b1qb/p1pnP1N1/P7/1P1P1NQ1/2P2P2/R1B1R1K1 b - - 0 25,228,225
5r4sXSHB,52,Qg7,Queen,Qg7,-12,Good,r4rk1/4p3/1pp3qb/p1pnPbN1/P6N/1P1P2Q1/2P2P2/R1B1R1K1 b - - 2 26,215,203
5r4sXSHB,54,Bxg5,Bishop,e6,28,Good,r4rk1/4p1q1/1pp4b/p1pnPbN1/P6N/1P1P2Q1/2P2P2/R1B1R2K b - - 4 27,204,232
5r4sXSHB,56,e6,Pawn,e6,6,Good,r4rk1/4p1q1/1pp5/p1pnPbB1/P6N/1P1P2Q1/2P2P2/R3R2K b - - 0 28,206,212
5r4sXSHB,58,Kf7,King,Kf7,-6,Good,r4rk1/6q1/1pp1p3/p1pnPbB1/P6N/1P1P2Q1/2P2P2/R5RK b - - 1 29,183,177
5r4sXSHB,60,Ke8,King,Qh7,6,Good,r4r2/5kq1/1pp1p3/p1pnPbB1/P4P1N/1P1P2Q1/2P5/R5RK b - - 0 30,87,93
5r4sXSHB,62,Kd7,King,Kd7,-7,Good,r3kr2/6q1/1pp1p3/p1pnPbB1/P4P1N/1P1P2Q1/2P3K1/R5R1 b - - 2 31,84,77
5r4sXSHB,64,Kc8,King,Kc8,8,Good,r4r2/3k2q1/1pp1p3/p1pnPbB1/P4P1N/1P1P2Q1/2P5/R4KR1 b - - 4 32,67,75
5r4sXSHB,66,Kb7,King,Kb7,-5,Good,r1k2r2/6q1/1pp1p3/p1pnPbB1/P4P1N/1P1P2Q1/2P5/R3K1R1 b - - 6 33,54,49
5r4sXSHB,68,Rh8,Rook,Bh7,124,Mistake,r4r2/1k4q1/1pp1p3/p1pnPbB1/P4P1N/1P1P2Q1/2PK4/R5R1 b - - 8 34,59,183
5r4sXSHB,70,Rh7,Rook,Qf7,27,Good,r6r/1k4q1/1pp1p3/p1pnPbB1/P4P1N/1P1P4/2PK1Q2/R5R1 b - - 10 35,69,96
5r4sXSHB,72,Qf7,Queen,Qf7,1,Good,r7/1k4qr/1pp1p3/p1pnPbB1/P4P1N/1P1P4/2PK1QR1/R7 b - - 12 36,71,72
5r4sXSHB,74,Rah8,Rook,Qf8,4,Good,r7/1k3q1r/1pp1p3/p1pnPbB1/P4P1N/1P1P4/2PK1QR1/6R1 b - - 14 37,73,77
5r4sXSHB,76,Rh5,Rook,Qf8,48,Inaccuracy,7r/1k3q1r/1pp1p3/p1pnPbB1/P4P1N/1P1P4/2PK1Q1R/6R1 b - - 16 38,29,77
5r4sXSHB,78,Ka6,King,Qf8,35,Inaccuracy,7r/1k3q2/1pp1p3/p1pnPbBr/P4P1N/1P1P4/2PK1QRR/8 b - - 18 39,16,51
5r4sXSHB,80,Rxh2,Rook,Qf8,-6,Good,7r/5q2/kpp1p3/p1pnPbBr/P4P2/1P1P1N2/2PK1QRR/8 b - - 20 40,34,28
5r4sXSHB,82,Rxh2,Rook,Rg8,4,Good,7r/5q2/kpp1p3/p1pnPbB1/P4P2/1P1P1N2/2PK1Q1R/8 b - - 0 41,29,33
5r4sXSHB,84,Qh7,Queen,b5,110,Mistake,8/5q2/kpp1p3/p1pnPbB1/P4P2/1P1P1N2/2PK3Q/8 b - - 0 42,36,146
5r4sXSHB,86,Bxh7,Bishop,Bxh7,17,Good,8/7Q/kpp1p3/p1pnPbB1/P4P2/1P1P1N2/2PK4/8 b - - 0 43,57,74
5r4sXSHB,88,Kb7,King,Kb7,17,Good,8/7b/kpp1p3/p1pnP1B1/P4P1N/1P1P4/2PK4/8 b - - 1 44,28,45
5r4sXSHB,90,Kc8,King,Kc8,-11,Good,8/1k5b/1pp1p3/p1pnP1B1/P4P1N/1P1P4/2P1K3/8 b - - 3 45,27,16
Oi3167us,2,e5,Pawn,e5,-3,Good,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,37,34
Oi3167us,4,Nc6,Knight,Nc6,-3,Good,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,35,32
Oi3167us,6,Bc5,Bishop,Nf6,-24,Good,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,44,20
Oi3167us,8,Nf6,Knight,Nf6,7,Good,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,12,19
Oi3167us,10,d6,Pawn,d6,6,Good,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 0 5,22,28
Oi3167us,12,h6,Pawn,O-O,-1,Good,r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 b kq - 0 6,25,24
Oi3167us,14,O-O,King,a5,1,Good,r1bqk2r/ppp2pp1/2np1n1p/2b1p3/2B1P3/2PP1N2/PP1N1PPP/R1BQ1RK1 b kq - 1 7,31,32
Oi3167us,16,a5,Pawn,a6,-2,Good,r1bq1rk1/ppp2pp1/2np1n1p/2b1p3/2B1P3/2PP1N2/PP1N1PPP/R1BQR1K1 b - - 3 8,34,32
Oi3167us,18,Be6,Bishop,Be6,2,Good,r1bq1rk1/1pp2pp1/2np1n1p/p1b1p3/2B1P3/2PP1N1P/PP1N1PP1/R1BQR1K1 b - - 0 9,32,34
Oi3167us,20,Ne7,Knight,Bb6,7,Good,r2q1rk1/1pp2pp1/2npbn1p/pBb1p3/4P3/2PP1N1P/PP1N1PP1/R1BQR1K1 b - - 2 10,36,43
Oi3167us,22,exd4,Pawn,exd4,8,Good,r2q1rk1/1pp1npp1/3pbn1p/pBb1p3/3PP3/2P2N1P/PP1N1PP1/R1BQR1K1 b - - 0 11,44,52
Oi3167us,24,Ba7,Bishop,Ba7,-1,Good,r2q1rk1/1pp1npp1/3pbn1p/pBb5/3PP3/5N1P/PP1N1PP1/R1BQR1K1 b - - 0 12,52,51
Oi3167us,26,c6,Pawn,Ng6,15,Good,r2q1rk1/bpp1npp1/3pbn1p/pB6/3PP3/1P3N1P/P2N1PP1/R1BQR1K1 b - - 0 13,39,54
Oi3167us,28,Ng6,Knight,d5,-5,Good,r2q1rk1/bp2npp1/2ppbn1p/p7/3PP3/1P3N1P/P2N1PP1/R1BQRBK1 b - - 1 14,30,25
Oi3167us,30,Re8,Rook,d5,19,Good,r2q1rk1/bp3pp1/2ppbnnp/p7/3PP3/1P3N1P/PB1N1PP1/R2QRBK1 b - - 3 15,-1,18
Oi3167us,32,Qd7,Queen,Nh7,19,Good,r2qr1k1/bp3pp1/2ppbnnp/p7/3PP3/1P3N1P/PBQN1PP1/R3RBK1 b - - 5 16,20,39
Oi3167us,34,d5,Pawn,b5,37,Inaccuracy,r3r1k1/bp1q1pp1/2ppbnnp/p7/3PP3/1P3N1P/PBQN1PP1/3RRBK1 b - - 7 17,51,88
Oi3167us,36,Bf5,Bishop,Nh5,66,Inaccuracy,r3r1k1/bp1q1pp1/2p1bnnp/p2pP3/3P4/1P3N1P/PBQN1PP1/3RRBK1 b - - 0 18,-37,29
Oi3167us,38,Bxd3,Bishop,Bxd3,-1,Good,r3r1k1/bp1q1pp1/2p2nnp/p2pPb2/3P4/1P1B1N1P/PBQN1PP1/3RR1K1 b - - 2 19,27,26
Oi3167us,40,Nh5,Knight,Nh5,-10,Good,r3r1k1/bp1q1pp1/2p2nnp/p2pP3/3P4/1P1Q1N1P/PB1N1PP1/3RR1K1 b - - 0 20,31,21
Oi3167us,42,Nhf4,Knight,Nhf4,13,Good,r3r1k1/bp1q1pp1/2p3np/p2pP2n/3P4/1P1Q1N1P/PB1N1PPK/3RR3 b - - 2 21,-60,-47
Oi3167us,44,Qf5,Queen,Qf5,9,Good,r3r1k1/bp1q1pp1/2p3np/p2pP3/3P1n2/1P3N1P/PB1N1PPK/3RRQ2 b - - 4 22,-80,-71
Oi3167us,46,f6,Pawn,Rad8,25,Good,r3r1k1/bp3pp1/2p3np/p2pPq2/3P1n2/1P2RN1P/PB1N1PPK/3R1Q2 b - - 6 23,-55,-30
Oi3167us,48,Qxf6,Queen,Qxf6,6,Good,r3r1k1/bp4p1/2p2Pnp/p2p1q2/3P1n2/1P2RN1P/PB1N1PPK/3R1Q2 b - - 0 24,-21,-15
Oi3167us,50,Rxe3,Rook,Rxe3,1,Good,r3r1k1/bp4p1/2p2qnp/p2p4/3P1n2/1P2RN1P/PB1N1PPK/4RQ2 b - - 1 25,-20,-19
Oi3167us,52,Bb8,Bishop,Bb8,0,Good,r5k1/bp4p1/2p2qnp/p2p4/3P1n2/1P2RN1P/PB1N1PPK/5Q2 b - - 0 26,-22,-22
Oi3167us,54,Ne6,Knight,Qf5,65,Inaccuracy,rb4k1/1p4p1/2p2qnp/p2p4/3P1n2/1P2RNPP/PB1N1P1K/5Q2 b - - 0 27,-28,37
Oi3167us,56,Ngf8,Knight,Nef4,56,Inaccuracy,rb4k1/1p4p1/2p1nqnp/p2p4/3P4/1P2RNPP/PB1NQP1K/8 b - - 2 28,-23,33
Oi3167us,58,Ba7,Bishop,Ba7,8,Good,rb3nk1/1p4p1/2p1nq1p/p2p4/3P4/BP2RNPP/P2NQP1K/8 b - - 4 29,22,30
Oi3167us,60,Nxf8,Knight,Nxf8,-3,Good,r4Bk1/bp4p1/2p1nq1p/p2p4/3P4/1P2RNPP/P2NQP1K/8 b - - 0 30,25,22
Oi3167us,62,Bb6,Bishop,Ng6,47,Inaccuracy,r4nk1/bp4p1/2p2q1p/p2pR3/3P4/1P3NPP/P2NQP1K/8 b - - 1 31,10,57
Oi3167us,64,Rd8,Rook,Ng6,-21,Good,r4nk1/1p4p1/1bp2q1p/p2pR3/3P4/1P3NPP/P2NQPK1/8 b - - 3 32,55,34
Oi3167us,66,Bc7,Bishop,Rd6,87,Inaccuracy,3r1nk1/1p4p1/1bp2q1p/p2pR3/3P3P/1P3NP1/P2NQPK1/8 b - - 0 33,24,111
Oi3167us,68,Rd7,Rook,Qd6,62,Inaccuracy,3r1nk1/1pb1R1p1/2p2q1p/p2p4/3P3P/1P3NP1/P2NQPK1/8 b - - 2 34,102,164
Oi3167us,70,Nxd7,Knight,Nxd7,-7,Good,5nk1/1pbR2p1/2p2q1p/p2p4/3P3P/1P3NP1/P2NQPK1/8 b - - 0 35,117,110
Oi3167us,72,Nf8,Knight,Nf8,3,Good,4Q1k1/1pbn2p1/2p2q1p/p2p4/3P3P/1P3NP1/P2N1PK1/8 b - - 1 36,88,91
Oi3167us,74,Bb6,Bishop,Bb6,-15,Good,2Q2nk1/1pb3p1/2p2q1p/p2p4/3P3P/1P3NP1/P2N1PK1/8 b - - 3 37,97,82
Oi3167us,76,Bxd4,Bishop,Bxd4,11,Good,5nk1/1Q4p1/1bp2q1p/p2p4/3P3P/1P3NP1/P2N1PK1/8 b - - 0 38,75,86
Oi3167us,78,axb4,Pawn,axb4,5,Good,5nk1/1Q4p1/2p2q1p/p2p4/1P1b3P/5NP1/P2N1PK1/8 b - - 0 39,61,66
Oi3167us,80,Bc3,Bishop,Bc3,1,Good,5nk1/6p1/2p2q1p/3p4/1Q1b3P/5NP1/P2N1PK1/8 b - - 0 40,58,59
Oi3167us,82,Ne6,Knight,Ne6,-2,Good,5nk1/6p1/2p2q1p/3p4/7P/1Qb2NP1/P2N1PK1/8 b - - 2 41,63,61
Oi3167us,84,Nc5,Knight,Nc5,0,Good,6k1/6p1/2p1nq1p/3p4/P6P/1Qb2NP1/3N1PK1/8 b - - 0 42,71,71
Oi3167us,86,Kh7,King,Kh7,15,Good,1Q4k1/6p1/2p2q1p/2np4/P6P/2b2NP1/3N1PK1/8 b - - 2 43,18,33
Oi3167us,88,Qg6,Queen,Qg6,15,Good,8/6pk/2p2q1p/2np4/P6P/2b2NP1/3N1PK1/1Q6 b - - 4 44,0,15
Oi3167us,90,Qd3,Queen,Bxd2,14,Good,8/6pk/2p3qp/2np4/P6P/2b2NP1/Q2N1PK1/8 b - - 6 45,18,32
Oi3167us,92,Ne4,Knight,Na6,27,Good,8/6pk/2p4p/2np4/P6P/1Nbq1NP1/Q4PK1/8 b - - 8 46,23,50
Oi3167us,94,Bb4,Bishop,Qa6,174,Mistake,8/6pk/2p4p/P2p4/4n2P/1Nbq1NP1/Q4PK1/8 b - - 0 47,45,219
SBsDmN5e,2,e5,Pawn,e5,-6,Good,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,33,27
SBsDmN5e,4,Nc6,Knight,Nc6,-3,Good,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,34,31
SBsDmN5e,6,Nf6,Knight,a6,10,Good,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,30,40
SBsDmN5e,8,Bc5,Bishop,Bc5,3,Good,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,27,30
SBsDmN5e,10,dxc6,Pawn,dxc6,-4,Good,r1bqk2r/pppp1ppp/2B2n2/2b1p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 5,24,20
SBsDmN5e,12,Nd7,Knight,Nd7,-2,Good,r1bqk2r/ppp2ppp/2p2n2/2b1p3/4P3/3P1N2/PPPN1PPP/R1BQK2R b KQkq - 1 6,4,2
SBsDmN5e,14,f6,Pawn,f6,12,Good,r1bqk2r/pppn1ppp/2p5/2b1p3/2N1P3/3P1N2/PPP2PPP/R1BQK2R b KQkq - 3 7,7,19
SBsDmN5e,16,Nf8,Knight,Nf8,5,Good,r1bqk2r/pppn2pp/2p2p2/2b1p3/2N1P3/3P1N2/PPP1QPPP/R1B1K2R b KQkq - 1 8,-11,-6
SBsDmN5e,18,Bxe3,Bishop,Bxe3,4,Good,r1bqkn1r/ppp3pp/2p2p2/2b1p3/2N1P3/3PBN2/PPP1QPPP/R3K2R b KQkq - 3 9,-27,-23
SBsDmN5e,20,Qe7,Queen,Be6,25,Good,r1bqkn1r/ppp3pp/2p2p2/4p3/2N1P3/3PPN2/PPP1Q1PP/R3K2R b KQkq - 0 10,-31,-6
SBsDmN5e,22,Ng6,Knight,Be6,42,Inaccuracy,r1b1kn1r/ppp1q1pp/2p2p2/4p3/2N1P3/3PPN2/PPP1Q1PP/R4RK1 b kq - 2 11,-49,-7
SBsDmN5e,24,Be6,Bishop,a5,32,Inaccuracy,r1b1k2r/ppp1q1pp/2p2pn1/4p3/P1N1P3/3PPN2/1PP1Q1PP/R4RK1 b kq - 0 12,-47,-15
SBsDmN5e,26,c5,Pawn,O-O-O,24,Good,r3k2r/ppp1q1pp/2p1bpn1/4p3/P3P3/3PPN2/1PPNQ1PP/R4RK1 b kq - 2 13,-31,-7
SBsDmN5e,28,O-O-O,King,a5,16,Good,r3k2r/ppp1q1pp/4bpn1/2p1p3/P3P3/3PPN2/1PPN2PP/R3QRK1 b kq - 1 14,-34,-18
SBsDmN5e,30,h5,Pawn,h5,-2,Good,2kr3r/ppp1q1pp/4bpn1/P1p1p3/4P3/3PPN2/1PPN2PP/R3QRK1 b - - 0 15,0,-2
SBsDmN5e,32,Kb8,King,Kb8,0,Good,2kr3r/ppp1q1p1/4bpn1/P1p1p2p/R3P3/3PPN2/1PPN2PP/4QRK1 b - - 1 16,-37,-37
SBsDmN5e,34,Qd7,Queen,Qd7,-3,Good,1k1r3r/ppp1q1p1/4bpn1/P1p1p2p/R1N1P3/3PPN2/1PP3PP/4QRK1 b - - 3 17,-54,-57
SBsDmN5e,36,Ne7,Knight,Rh6,6,Good,1k1r3r/pppq2p1/4bpn1/P1p1p2p/R1N1P3/1P1PPN2/2P3PP/4QRK1 b - - 0 18,-55,-49
SBsDmN5e,38,h4,Pawn,h4,-8,Good,1k1r3r/pppqn1p1/4bp2/P1p1p2p/R1N1P3/1PQPPN2/2P3PP/5RK1 b - - 2 19,-95,-103
SBsDmN5e,40,h3,Pawn,h3,-10,Good,1k1r3r/pppqn1p1/4bp2/P1p1p3/R3P2p/1PQPPN2/2PN2PP/5RK1 b - - 1 20,-111,-121
SBsDmN5e,42,Qb5,Queen,Qc6,9,Good,1k1r3r/pppqn1p1/4bp2/P1p1p3/R3P3/1PQPPNPp/2PN3P/5RK1 b - - 0 21,-113,-104
SBsDmN5e,44,Nc6,Knight,Nc6,8,Good,1k1r3r/ppp1n1p1/4bp2/Pqp1p3/R3P3/1PQPPNPp/2PN3P/R5K1 b - - 2 22,-123,-115
SBsDmN5e,46,Nb4,Knight,Nb4,10,Good,1k1r3r/ppp3p1/2n1bp2/Pqp1p3/R1N1P3/1PQPPNPp/2P4P/R5K1 b - - 4 23,-139,-129
SBsDmN5e,48,Qc6,Queen,Rhe8,-9,Good,1k1r3r/ppp3p1/4bp2/Pqp1p3/1nN1P3/RPQPPNPp/2P4P/R5K1 b - - 6 24,-151,-160
SBsDmN5e,50,Rd7,Rook,Bg4,12,Good,1k1r3r/ppp3p1/2q1bp2/P1p1p3/1n2P3/RPQPPNPp/1NP4P/R5K1 b - - 8 25,-139,-127
SBsDmN5e,52,Na6,Knight,b6,27,Good,1k5r/pppr2p1/2q1bp2/P1p1p3/Nn2P3/RPQPPNPp/2P4P/R5K1 b - - 10 26,-165,-138
SBsDmN5e,54,Rhd8,Rook,Rhd8,-8,Good,1k5r/pppr2p1/n1q1bp2/P1p1p3/4P3/RPQPPNPp/1NP4P/R5K1 b - - 12 27,-130,-138
SBsDmN5e,56,Qb5,Queen,Nb4,-6,Good,1k1r4/pppr2p1/n1q1bp2/P1p1p3/4P3/RPQPPNPp/1NP4P/5RK1 b - - 14 28,-133,-139
SBsDmN5e,58,Nb4,Knight,Nb4,0,Good,1k1r4/pppr2p1/n3bp2/Pqp1p3/R3P3/1PQPPNPp/1NP4P/5RK1 b - - 16 29,-146,-146
SBsDmN5e,60,Na6,Knight,b6,17,Good,1k1r4/pppr2p1/4bp2/Pqp1p3/1n2P3/RPQPPNPp/1NP4P/5RK1 b - - 18 30,-174,-157
SBsDmN5e,62,Nb4,Knight,Nb4,6,Good,1k1r4/pppr2p1/n3bp2/Pqp1p3/R3P3/1PQPPNPp/1NP4P/5RK1 b - - 20 31,-160,-154
SBsDmN5e,64,Na6,Knight,b6,168,Mistake,1k1r4/pppr2p1/4bp2/Pqp1p3/1n2P3/RPQPPNPp/1NP4P/5RK1 b - - 22 32,-168,0
SBsDmN5e,66,Nb4,Knight,Re7,141,Mistake,1k1r4/pppr2p1/n3bp2/Pqp1p3/R3P3/1PQPPNPp/1NP4P/5RK1 b - - 24 33,-141,0
kLAHVl1J,2,d5,Pawn,Nf6,4,Good,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,19,23
kLAHVl1J,4,dxc4,Pawn,e6,10,Good,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,29,39
kLAHVl1J,6,e5,Pawn,e5,-2,Good,rnbqkbnr/ppp1pppp/8/8/2pPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3,39,37
kLAHVl1J,8,exd4,Pawn,Bb4+,4,Good,rnbqkbnr/ppp2ppp/8/4p3/2pPP3/5N2/PP3PPP/RNBQKB1R b KQkq - 1 4,41,45
kLAHVl1J,10,Bb4+,Bishop,Bb4+,-3,Good,rnbqkbnr/ppp2ppp/8/8/2BpP3/5N2/PP3PPP/RNBQK2R b KQkq - 0 5,44,41
kLAHVl1J,12,Nc6,Knight,Nc6,0,Good,rnbqk1nr/ppp2ppp/8/8/1bBpP3/5N2/PP1N1PPP/R1BQK2R b KQkq - 2 6,42,42
kLAHVl1J,14,Nf6,Knight,Nf6,0,Good,r1bqk1nr/ppp2ppp/2n5/8/1bBpP3/5N2/PP1N1PPP/R1BQ1RK1 b kq - 4 7,39,39
kLAHVl1J,16,Nd5,Knight,Nd5,8,Good,r1bqk2r/ppp2ppp/2n2n2/4P3/1bBp4/5N2/PP1N1PPP/R1BQ1RK1 b kq - 0 8,48,56
kLAHVl1J,18,Be7,Bishop,Be7,-10,Good,r1bqk2r/ppp2ppp/2n5/3nP3/1bBp4/1N3N2/PP3PPP/R1BQ1RK1 b kq - 2 9,59,49
kLAHVl1J,20,Nxd4,Knight,Nxd4,-2,Good,r1bqk2r/ppp1bppp/2n5/3nP3/2BN4/5N2/PP3PPP/R1BQ1RK1 b kq - 0 10,35,33
kLAHVl1J,22,Nb6,Knight,Nb6,7,Good,r1bqk2r/ppp1bppp/8/3nP3/2BQ4/5N2/PP3PPP/R1B2RK1 b kq - 0 11,29,36
kLAHVl1J,24,Bxd8,Bishop,Bxd8,-5,Good,r1bQk2r/ppp1bppp/1n6/4P3/2B5/5N2/PP3PPP/R1B2RK1 b kq - 0 12,7,2
kLAHVl1J,26,Be6,Bishop,a5,7,Good,r1bbk2r/ppp2ppp/1n6/4P3/8/1B3N2/PP3PPP/R1B2RK1 b kq - 1 13,15,22
kLAHVl1J,28,fxe6,Pawn,fxe6,7,Good,r2bk2r/ppp2ppp/1n2B3/4P3/8/5N2/PP3PPP/R1B2RK1 b kq - 0 14,17,24
kLAHVl1J,30,Nd5,Knight,Rf8,-1,Good,r2bk2r/ppp3pp/1n2p3/4P3/8/5N2/PP1B1PPP/R4RK1 b kq - 1 15,8,7
kLAHVl1J,32,c6,Pawn,Be7,35,Inaccuracy,r2bk2r/ppp3pp/4p3/3nP3/8/5N2/PP1B1PPP/2R2RK1 b kq - 3 16,-4,31
kLAHVl1J,34,Bb6,Bishop,O-O,70,Inaccuracy,r2bk2r/pp4pp/2p1p3/3nP3/8/5NP1/PP1B1P1P/2R2RK1 b kq - 0 17,1,71
kLAHVl1J,36,h6,Pawn,h6,0,Good,r3k2r/pp4pp/1bp1p3/3nP3/8/5NP1/PP1B1PKP/2R2R2 b kq - 2 18,11,11
kLAHVl1J,38,O-O-O,King,O-O,19,Good,r3k2r/pp4p1/1bp1p2p/3nP3/2R5/5NP1/PP1B1PKP/5R2 b kq - 1 19,3,22
kLAHVl1J,40,Rhf8,Rook,Rhf8,-7,Good,2kr3r/pp4p1/1bp1p2p/3nP3/2R4P/5NP1/PP1B1PK1/5R2 b - - 0 20,7,0
kLAHVl1J,42,Rf7,Rook,Rf5,7,Good,2kr1r2/pp4p1/1bp1p2p/3nP3/4R2P/5NP1/PP1B1PK1/5R2 b - - 2 21,19,26
kLAHVl1J,44,Rdf8,Rook,Bc5,6,Good,2kr4/pp3rp1/1bp1p2p/3nP3/7P/5NP1/PP1BRPK1/5R2 b - - 4 22,19,25
kLAHVl1J,46,Bd4,Bishop,Bd4,3,Good,2k2r2/pp3rp1/1bp1p2p/3nP3/7P/6P1/PP1BRPK1/4NR2 b - - 6 23,35,38
kLAHVl1J,48,Bc3,Bishop,Bc3,-4,Good,2k2r2/pp3rp1/2p1p2p/3nP3/3b3P/1P4P1/P2BRPK1/4NR2 b - - 0 24,-11,-15
kLAHVl1J,50,Bxd2,Bishop,Bxd2,-3,Good,2k2r2/pp3rp1/2p1p2p/3nP3/7P/1Pb3P1/P1NBRPK1/5R2 b - - 2 25,-18,-21
kLAHVl1J,52,g5,Pawn,c5,35,Inaccuracy,2k2r2/pp3rp1/2p1p2p/3nP3/7P/1P4P1/P1NR1PK1/5R2 b - - 0 26,-7,28
kLAHVl1J,54,hxg5,Pawn,hxg5,-2,Good,2k2r2/pp3r2/2p1p2p/3nP1P1/8/1P4P1/P1NR1PK1/5R2 b - - 0 27,16,14
kLAHVl1J,56,Rh8,Rook,Rd7,66,Inaccuracy,2k2r2/pp3r2/2p1p3/3nP1p1/8/1P4P1/P1NR1PK1/4R3 b - - 1 28,-18,48
kLAHVl1J,58,Kd7,King,Rd7,53,Inaccuracy,2k4r/pp3r2/2p1p3/3nP1p1/4R3/1P4P1/P1NR1PK1/8 b - - 3 29,-19,34
kLAHVl1J,60,Rg8,Rook,a5,49,Inaccuracy,7r/pp1k1r2/2p1p3/3nP1p1/3NR3/1P4P1/P2R1PK1/8 b - - 5 30,29,78
kLAHVl1J,62,c5,Pawn,a5,34,Inaccuracy,6r1/pp1k1r2/2p1p3/3nP1p1/3N2R1/1P4P1/P2R1PK1/8 b - - 7 31,44,78
kLAHVl1J,64,Kc6,King,Kc6,9,Good,6r1/pp1k1r2/4p3/1NpnP1p1/6R1/1P4P1/P2R1PK1/8 b - - 1 32,68,77
kLAHVl1J,66,Rh7,Rook,Rfg7,9,Good,6r1/pp3r2/2kNp3/2pnP1p1/6R1/1P4P1/P2R1PK1/8 b - - 3 33,74,83
kLAHVl1J,68,Rhg7,Rook,Rhg7,10,Good,6r1/pp5r/2k1p3/2pnP1p1/4N1R1/1P4P1/P2R1PK1/8 b - - 5 34,74,84
kLAHVl1J,70,b6,Pawn,b6,-17,Good,6r1/pp4r1/2k1p3/2pnP1p1/P3N1R1/1P4P1/3R1PK1/8 b - - 0 35,65,48
kLAHVl1J,72,a6,Pawn,a5,-2,Good,6r1/p5r1/1pk1p3/2pnP1p1/P3N1R1/1P1R2P1/5PK1/8 b - - 1 36,45,43
