game_id,move_number,move_played,piece_type,best_move,cp_loss,move_category,fen_before,score_before,score_after
3bSyygRr,68,Rxb5,Rook,Kg6,24,Good,1r6/5kp1/1r2p3/1P2R1P1/2R1PK2/5P2/8/8 b - - 0 34,400,424
3bSyygRr,70,Kg8,King,Kg6,83,Inaccuracy,1r6/2R2kp1/4p3/1r2R1P1/4PK2/5P2/8/8 b - - 1 35,393,476
3bSyygRr,72,Rf8+,Rook,Kh7,28,Good,1r4k1/2R3p1/4R3/1r4P1/4PK2/5P2/8/8 b - - 0 36,389,417
3bSyygRr,74,Rb1,Rook,Kh8,117,Mistake,5rk1/2R3p1/4R3/1r4P1/4P1K1/5P2/8/8 b - - 2 37,421,538
3bSyygRr,76,Rxf3,Rook,Kh7,111,Mistake,5rk1/2R3p1/4R3/6PK/4P3/5P2/8/1r6 b - - 4 38,386,497
3bSyygRr,78,Rb8,Rook,Rf8,30,Inaccuracy,6k1/2R3p1/4R1K1/6P1/4P3/5r2/8/1r6 b - - 1 39,497,527
3bSyygRr,80,Kf8,King,Kh8,64,Inaccuracy,1r4k1/6R1/4R1K1/6P1/4P3/5r2/8/8 b - - 0 40,603,667
3bSyygRr,82,Kg8,King,Kg8,45,Inaccuracy,1r3k2/7R/4R1K1/6P1/4P3/5r2/8/8 b - - 2 41,612,657
3bSyygRr,84,Kh8,King,Ra8,125,Mistake,1r4k1/4R3/4R1K1/6P1/4P3/5r2/8/8 b - - 4 42,634,759
3bSyygRr,86,Rf8,Rook,Rf8,-55,Good,1r2R2k/8/4R1K1/6P1/4P3/5r2/8/8 b - - 6 43,1029,974
3bSyygRr,88,Rxb8,Rook,Rxb8,155,Mistake,1R3r1k/8/4R1K1/6P1/4P3/8/8/8 b - - 0 44,1077,1232
3bSyygRr,90,Rb7+,Rook,Rb7+,34,Inaccuracy,1r5k/5K2/4R3/6P1/4P3/8/8/8 b - - 1 45,552,586
3bSyygRr,92,Rb5,Rook,Rxe7+,266,Blunder,7k/1r2RK2/8/6P1/4P3/8/8/8 b - - 3 46,534,800
3bSyygRr,94,Kh7,King,Kh7,16,Good,4R2k/5K2/8/1r4P1/4P3/8/8/8 b - - 5 47,533,549
3bSyygRr,96,Kh6,King,Kh6,3,Good,4R3/5K1k/6P1/1r6/4P3/8/8/8 b - - 0 48,540,543
3bSyygRr,98,Rb7+,Rook,Rb7+,0,Good,4R3/5KP1/7k/1r6/4P3/8/8/8 b - - 0 49,562,562
3bSyygRr,100,Rxe7+,Rook,Rxe7+,0,Good,8/1r2RKP1/7k/8/4P3/8/8/8 b - - 2 50,562,562
3bSyygRr,102,Kxg7,King,Kxg7,4,Good,8/4K1P1/7k/8/4P3/8/8/8 b - - 0 51,567,571
TguMugCk,2,Nf6,Knight,d5,2,Good,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,32,34
TguMugCk,4,e6,Pawn,e6,0,Good,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,32,32
TguMugCk,6,c5,Pawn,d5,59,Inaccuracy,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,29,88
TguMugCk,8,d5,Pawn,d5,1,Good,rnbqkb1r/pp1p1ppp/4pn2/2p5/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,17,18
TguMugCk,10,exd5,Pawn,exd5,2,Good,rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 5,15,17
TguMugCk,12,Nc6,Knight,c4,19,Good,rnbqkb1r/pp3ppp/5n2/2pp4/3P4/4PN2/PP1N1PPP/R1BQKB1R b KQkq - 1 6,-44,-25
TguMugCk,14,Bxc5,Bishop,Bxc5,6,Good,r1bqkb1r/pp3ppp/2n2n2/2Pp4/8/4PN2/PP1N1PPP/R1BQKB1R b KQkq - 0 7,-30,-24
TguMugCk,16,O-O,King,d4,13,Good,r1bqk2r/pp3ppp/2n2n2/2bp4/8/1P2PN2/P2N1PPP/R1BQKB1R b KQkq - 0 8,-153,-140
TguMugCk,18,Qe7,Queen,d4,169,Mistake,r1bq1rk1/pp3ppp/2n2n2/2bp4/8/1P2PN2/PB1N1PPP/R2QKB1R b KQ - 2 9,-226,-57
TguMugCk,20,Bg4,Bishop,d4,185,Mistake,r1b2rk1/pp2qppp/2n2n2/1Bbp4/8/1P2PN2/PB1N1PPP/R2QK2R b KQ - 4 10,-197,-12
TguMugCk,22,Rfd8,Rook,Rac8,32,Inaccuracy,r4rk1/pp2qppp/2n2n2/1Bbp4/6b1/1P2PN2/PB1N1PPP/R2Q1RK1 b - - 6 11,-16,16
TguMugCk,24,Bh5,Bishop,Bh5,-3,Good,r2r2k1/pp2qppp/2n2n2/1Bbp4/6b1/1P2PN1P/PB1N1PP1/R2Q1RK1 b - - 0 12,-21,-24
TguMugCk,26,Rac8,Rook,Rac8,12,Good,r2r2k1/pp2qppp/2n2n2/2bp3b/8/1P2PN1P/PB1NBPP1/R2Q1RK1 b - - 2 13,-41,-29
TguMugCk,28,Bb6,Bishop,Bg6,43,Inaccuracy,2rr2k1/pp2qppp/2n2n2/2bp3b/8/1P2PN1P/PB1NBPP1/2RQ1RK1 b - - 4 14,-68,-25
TguMugCk,30,a6,Pawn,Ne4,22,Good,2rr2k1/pp2qppp/1bn2n2/3p3b/8/PP2PN1P/1B1NBPP1/2RQ1RK1 b - - 0 15,-31,-9
TguMugCk,32,Bg6,Bishop,Ne4,46,Inaccuracy,2rr2k1/1p2qppp/pbn2n2/3p3b/1P6/P3PN1P/1B1NBPP1/2RQ1RK1 b - - 0 16,-19,27
TguMugCk,34,Ne4,Knight,Ne4,-6,Good,2rr2k1/1p2qppp/pbn2nb1/3p4/1P6/PN2PN1P/1B2BPP1/2RQ1RK1 b - - 2 17,34,28
TguMugCk,36,Nxd4,Knight,Ne5,58,Inaccuracy,2rr2k1/1p2qppp/pbn3b1/3p4/1P1Nn3/PN2P2P/1B2BPP1/2RQ1RK1 b - - 4 18,-24,34
TguMugCk,38,Bc7,Bishop,Rxc1,9,Good,2rr2k1/1p2qppp/pb4b1/3p4/1P1Bn3/PN2P2P/4BPP1/2RQ1RK1 b - - 0 19,38,47
TguMugCk,40,f5,Pawn,f5,6,Good,2rr2k1/1pb1qppp/p5b1/3p4/1P1Bn1B1/PN2P2P/5PP1/2RQ1RK1 b - - 2 20,37,43
TguMugCk,42,Qd6,Queen,Bxh5,9,Good,2rr2k1/1pb1q1pp/p5b1/3p1p1B/1P1Bn3/PN2P2P/5PP1/2RQ1RK1 b - - 1 21,36,45
TguMugCk,44,Qe6,Queen,Qe7,31,Inaccuracy,2rr2k1/1pb3pp/p2q2b1/3p1p1B/1P1BnP2/PN2P2P/6P1/2RQ1RK1 b - - 0 22,50,81
TguMugCk,46,hxg6,Pawn,hxg6,5,Good,2rr2k1/1pb3pp/p3q1B1/3p1p2/1P1BnP2/PN2P2P/6P1/2RQ1RK1 b - - 0 23,38,43
TguMugCk,48,Bd6,Bishop,Ng3,187,Mistake,2rr2k1/1pb3p1/p3q1p1/3p1p2/1P1BnP2/PN2P2P/4Q1P1/2R2RK1 b - - 1 24,-201,-14
TguMugCk,50,g5,Pawn,g5,3,Good,2rr2k1/1p4p1/p2bq1p1/3p1p2/1P1BnP2/PN2P2P/4Q1PK/2R2R2 b - - 3 25,-83,-80
TguMugCk,52,Qg6,Queen,Rc4,39,Inaccuracy,2rr2k1/1p4p1/p2bq3/3p1pp1/1P1BnP2/PN2P1PP/4Q2K/2R2R2 b - - 0 26,-87,-48
TguMugCk,54,Rc4,Rook,Rc4,-10,Good,2rr2k1/1p4p1/p2b2q1/3p1pp1/1P1BnP2/PN2P1PP/6QK/2R2R2 b - - 2 27,-64,-74
TguMugCk,56,Rxd4,Rook,Rxd4,1,Good,3r2k1/1p4p1/p2b2q1/N2p1pp1/1PrBnP2/P3P1PP/6QK/2R2R2 b - - 4 28,-103,-102
TguMugCk,58,gxf4,Pawn,gxf4,27,Good,3r2k1/1p4p1/p2b2q1/N2p1pp1/1P1PnP2/P5PP/6QK/2R2R2 b - - 0 29,-107,-80
TguMugCk,60,Qh6,Queen,Qh6,28,Good,3r2k1/1p4p1/p2b2q1/N2p1p2/1P1PnP2/P6P/6QK/2R2R2 b - - 0 30,-161,-133
TguMugCk,62,Nd2,Knight,Rd7,99,Mistake,3r2k1/1p4p1/p2b3q/N2p1p2/1P1PnP2/P4Q1P/7K/2R2R2 b - - 2 31,-131,-32
TguMugCk,64,Kh8,King,Kh8,15,Good,3r2k1/1p4p1/p2b3q/N2Q1p2/1P1P1P2/P6P/3n3K/2R2R2 b - - 0 32,-15,0
TguMugCk,66,Qg6+,Queen,Qg6+,6,Good,3r3k/1p4p1/p2b3q/N2Q1p2/1P1P1P2/P6P/3n2K1/2R2R2 b - - 2 33,-77,-71
TguMugCk,68,Ne4,Knight,Nxf1,60,Inaccuracy,3r3k/1p4p1/p2b2q1/N2Q1p2/1P1P1P2/P6P/3n4/2R2R1K b - - 4 34,-60,0
TguMugCk,70,Ng3+,Knight,Ng3+,-5,Good,3r3k/1p4p1/p2b2q1/N2Q1p2/1P1PnP2/P4R1P/8/2R4K b - - 6 35,-114,-119
TguMugCk,72,Qxg3,Queen,Qxg3,34,Inaccuracy,3r3k/1p4p1/p2b2q1/N2Q1p2/1P1P1P2/P5RP/8/2R4K b - - 0 36,-103,-69
TguMugCk,74,Qxg2+,Queen,Qxa3,130,Mistake,3r3k/1p4p1/p2b4/N4p2/1P1P1P2/P5qP/6Q1/2R4K b - - 1 37,-122,8
TguMugCk,76,Bxf4,Bishop,Bxf4,-1,Good,3r3k/1p4p1/p2b4/N4p2/1P1P1P2/P6P/6K1/2R5 b - - 0 38,3,2
TguMugCk,78,Rxd4,Rook,Rxd4,1,Good,3r3k/1p4p1/p7/N4p2/1P1P1b2/P6P/6K1/5R2 b - - 1 39,0,1
TguMugCk,80,g5,Pawn,Kh7,10,Good,7k/1N4p1/p7/5p2/1P1r1b2/P6P/6K1/5R2 b - - 0 40,5,15
TguMugCk,82,Rc4,Rook,Rd2+,0,Good,7k/8/p7/2N2pp1/1P1r1b2/P6P/6K1/5R2 b - - 1 41,15,15
TguMugCk,84,Rc3,Rook,Bc1,7,Good,7k/8/p3N3/5pp1/1Pr2b2/P6P/6K1/5R2 b - - 3 42,14,21
TguMugCk,86,gxf4,Pawn,gxf4,2,Good,7k/8/p7/5pp1/1P3N2/P1r4P/6K1/5R2 b - - 0 43,32,34
TguMugCk,88,Rxa3,Rook,Rxa3,0,Good,7k/8/p7/5p2/1P3R2/P1r4P/6K1/8 b - - 0 44,0,0
TguMugCk,90,Rb3,Rook,Ra4,0,Good,7k/8/p7/5R2/1P6/r6P/6K1/8 b - - 0 45,26,26
TguMugCk,92,Rxb4,Rook,Rb2+,-8,Good,7k/8/p7/R7/1P6/1r5P/6K1/8 b - - 2 46,8,0
TguMugCk,94,Rb7,Rook,Kg7,0,Good,7k/8/R7/8/1r6/7P/6K1/8 b - - 0 47,0,0
TguMugCk,96,Rg7,Rook,Rb1,5,Good,7k/1r6/6R1/8/8/7P/6K1/8 b - - 2 48,0,5
TguMugCk,98,Kxg7,King,Kxg7,0,Good,7k/6R1/8/8/8/7P/6K1/8 b - - 0 49,0,0
TguMugCk,100,Kh7,King,Kg6,0,Good,8/6k1/8/8/7P/8/6K1/8 b - - 0 50,0,0
TguMugCk,102,Kg7,King,Kh6,17,Good,8/7k/8/7P/8/8/6K1/8 b - - 0 51,-17,0
TguMugCk,104,Kxh6,King,Kxh6,2,Good,8/6k1/7P/8/8/8/6K1/8 b - - 0 52,-2,0
9ge5pkbw,2,c5,Pawn,e5,-1,Good,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,38,37
9ge5pkbw,4,d6,Pawn,d6,-4,Good,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,54,50
9ge5pkbw,6,cxd4,Pawn,cxd4,5,Good,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,50,55
9ge5pkbw,8,Nf6,Knight,Nf6,2,Good,rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,47,49
9ge5pkbw,10,a6,Pawn,a6,-1,Good,rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,58,57
9ge5pkbw,12,e5,Pawn,e5,-13,Good,rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 1 6,40,27
9ge5pkbw,14,Be7,Bishop,Be7,-2,Good,rnbqkb1r/1p3ppp/p2p1n2/4p3/4P3/2N1BN2/PPP2PPP/R2QKB1R b KQkq - 1 7,32,30
9ge5pkbw,16,Be6,Bishop,Be6,4,Good,rnbqk2r/1p2bppp/p2p1n2/4p3/2B1P3/2N1BN2/PPP2PPP/R2QK2R b KQkq - 3 8,10,14
9ge5pkbw,18,Nc6,Knight,Nc6,11,Good,rn1qk2r/1p2bppp/p2pbn2/4p3/4P3/1BN1BN2/PPP2PPP/R2QK2R b KQkq - 5 9,21,32
9ge5pkbw,20,O-O,King,Na5,12,Good,r2qk2r/1p2bppp/p1npbn2/4p3/4P3/1BN1BN2/PPP2PPP/R2Q1RK1 b kq - 7 10,6,18
9ge5pkbw,22,Rc8,Rook,Nd7,23,Good,r2q1rk1/1p2bppp/p1npbn2/4p1B1/4P3/1BN2N2/PPP2PPP/R2Q1RK1 b - - 9 11,10,33
9ge5pkbw,24,Bxf6,Bishop,Bxf6,2,Good,2rq1rk1/1p2bppp/p1npbB2/4p3/4P3/1BN2N2/PPP2PPP/R2Q1RK1 b - - 0 12,21,23
9ge5pkbw,26,Be7,Bishop,h6,-11,Good,2rq1rk1/1p3ppp/p1npbb2/3Np3/4P3/1B3N2/PPP2PPP/R2Q1RK1 b - - 1 13,34,23
9ge5pkbw,28,Kh8,King,Na5,19,Good,2rq1rk1/1p2bppp/p1npb3/3Np3/4P3/1B3N2/PPP1QPPP/R4RK1 b - - 3 14,26,45
9ge5pkbw,30,Na5,Knight,Na5,3,Good,2rq1r1k/1p2bppp/p1npb3/3Np3/4P3/1B3N2/PPP1QPPP/3R1RK1 b - - 5 15,45,48
9ge5pkbw,32,b5,Pawn,Nxb3,8,Good,2rq1r1k/1p2bppp/p2pb3/n2Np3/4P3/1B3N1P/PPP1QPP1/3R1RK1 b - - 0 16,32,40
9ge5pkbw,34,Nxb3,Knight,Nxb3,9,Good,2rq1r1k/4bppp/p2pb3/np1Np3/4P3/1BP2N1P/PP2QPP1/3R1RK1 b - - 0 17,22,31
9ge5pkbw,36,f5,Pawn,Qe8,22,Good,2rq1r1k/4bppp/p2pb3/1p1Np3/4P3/1PP2N1P/1P2QPP1/3R1RK1 b - - 0 18,35,57
9ge5pkbw,38,Rxf5,Rook,Rxf5,4,Good,2rq1r1k/4b1pp/p2pb3/1p1NpP2/8/1PP2N1P/1P2QPP1/3R1RK1 b - - 0 19,75,79
9ge5pkbw,40,Rh5,Rook,Rh5,-4,Good,2rq3k/4b1pp/p2pb3/1p2pr2/8/1PP1NN1P/1P2QPP1/3R1RK1 b - - 1 20,41,37
9ge5pkbw,42,Qf8,Queen,Qd7,61,Inaccuracy,2rq3k/4b1pp/p2pb3/1p2p2r/2P5/1P2NN1P/1P2QPP1/3R1RK1 b - - 0 21,0,61
9ge5pkbw,44,bxc4,Pawn,bxc4,-8,Good,2r2q1k/4b1pp/p2pb3/1p1Np2r/2P5/1P3N1P/1P2QPP1/3R1RK1 b - - 2 22,79,71
9ge5pkbw,46,Rh6,Rook,Qf7,56,Inaccuracy,2r2q1k/4b1pp/p2pb3/3Np2r/2P5/5N1P/1P2QPP1/3R1RK1 b - - 0 23,66,122
9ge5pkbw,48,Rg6,Rook,Bd8,9,Good,2r2q1k/4b1pp/p2pb2r/3Np3/2P5/7P/1P2QPPN/3R1RK1 b - - 2 24,59,68
9ge5pkbw,50,Bg5,Bishop,Qf7,7,Good,2r2q1k/4b1pp/p2pb1r1/3Np3/2P5/7P/1P2QPPN/3R1R1K b - - 4 25,39,46
9ge5pkbw,52,Bh6,Bishop,Rb8,43,Inaccuracy,2r2q1k/6pp/p2pb1r1/3Np1b1/2P5/1P5P/4QPPN/3R1R1K b - - 0 26,53,96
9ge5pkbw,54,Bf5,Bishop,Bf4,130,Mistake,2r2q1k/6pp/p2pb1rb/3Np3/2P5/1P1R3P/4QPPN/5R1K b - - 2 27,96,226
9ge5pkbw,56,e4,Pawn,e4,-19,Good,2r2q1k/6pp/p2p2rb/3Npb2/2P5/1P3R1P/4QPPN/5R1K b - - 4 28,230,211
9ge5pkbw,58,Qxf5,Queen,Qxf5,1,Good,2r2q1k/6pp/p2p2rb/3N1R2/2P1p3/1P5P/4QPPN/5R1K b - - 0 29,220,221
9ge5pkbw,60,Qe6,Queen,Qe6,-9,Good,2r4k/4N1pp/p2p2rb/5q2/2P1p3/1P5P/4QPPN/5R1K b - - 1 30,220,211
9ge5pkbw,62,Qxc8,Queen,Qxc8,-4,Good,2N4k/6pp/p2pq1rb/8/2P1p3/1P5P/4QPPN/5R1K b - - 0 31,216,212
9ge5pkbw,64,Re6,Rook,Bd2,86,Inaccuracy,2q4k/6pp/p2p2rb/8/2P1Q3/1P5P/5PPN/5R1K b - - 0 32,211,297
9ge5pkbw,66,Qf8,Queen,Bg5,71,Inaccuracy,2q4k/6pp/p2pr2b/8/2P5/1P1Q3P/5PPN/5R1K b - - 2 33,238,309
9ge5pkbw,68,Bf4,Bishop,g6,35,Inaccuracy,5q1k/6pp/p2pr2b/8/2P5/1P1Q1N1P/5PP1/5R1K b - - 4 34,296,331
9ge5pkbw,70,Bh6,Bishop,Bh6,0,Good,5q1k/6pp/p2pr3/8/2P2b2/1P1Q1NPP/5P2/5R1K b - - 0 35,327,327
9ge5pkbw,72,g6,Pawn,Qa8,-19,Good,5q1k/6pp/p2pr2b/8/2P5/1P1Q1NPP/5PK1/5R2 b - - 2 36,351,332
9ge5pkbw,74,Re7,Rook,Qa8,129,Mistake,5q1k/7p/p2pr1pb/8/2P4P/1P1Q1NP1/5PK1/5R2 b - - 0 37,323,452
9ge5pkbw,76,Rf7,Rook,Re6,14,Good,5q1k/4r2p/p2p2pb/8/2P4P/1P1Q1NP1/5PK1/3R4 b - - 2 38,377,391
9ge5pkbw,78,Bg7,Bishop,Qa8,100,Mistake,5q1k/5r1p/p2p2pb/8/2P4P/1P1Q1NP1/5PK1/4R3 b - - 4 39,310,410
9ge5pkbw,80,Qa8,Queen,Qa8,4,Good,5q1k/5rbp/p2p2p1/8/1PP4P/3Q1NP1/5PK1/4R3 b - - 0 40,304,308
9ge5pkbw,82,a5,Pawn,Bf8,-27,Good,q6k/5rbp/p2p2p1/1P6/2P4P/3Q1NP1/5PK1/4R3 b - - 0 41,310,283
9ge5pkbw,84,a4,Pawn,Bf8,127,Mistake,q6k/5rbp/1P1p2p1/p7/2P4P/3Q1NP1/5PK1/4R3 b - - 0 42,306,433
9ge5pkbw,86,Qxd5,Queen,Qg8,112,Mistake,q6k/5rbp/1P1p2p1/3Q4/p1P4P/5NP1/5PK1/4R3 b - - 1 43,395,507
9ge5pkbw,88,h6,Pawn,h6,-2,Good,7k/5rbp/1P1p2p1/3P4/p6P/5NP1/5PK1/4R3 b - - 0 44,183,181
9ge5pkbw,90,Kh7,King,Kh7,8,Good,4R2k/5rb1/1P1p2pp/3P4/p6P/5NP1/5PK1/8 b - - 1 45,163,171
9ge5pkbw,92,Rb7,Rook,Rb7,-5,Good,R7/5rbk/1P1p2pp/3P4/p6P/5NP1/5PK1/8 b - - 3 46,166,161
9ge5pkbw,94,a3,Pawn,a3,2,Good,8/1r4bk/RP1p2pp/3P4/p6P/5NP1/5PK1/8 b - - 5 47,166,168
9ge5pkbw,96,a2,Pawn,a2,-14,Good,8/1r4bk/RP1p2pp/3P4/7P/p5P1/3N1PK1/8 b - - 1 48,164,150
9ge5pkbw,98,Rxb6,Rook,Rxb6,33,Inaccuracy,8/1r4bk/1P1p2pp/3P4/7P/6P1/R2N1PK1/8 b - - 0 49,202,235
9ge5pkbw,100,Rb5,Rook,Rb5,-15,Good,8/6bk/1r1p2pp/3P4/2N4P/6P1/R4PK1/8 b - - 1 50,250,235
9ge5pkbw,102,Rxd5,Rook,Rxd5,0,Good,8/6bk/3N2pp/1r1P4/7P/6P1/R4PK1/8 b - - 0 51,48,48
9ge5pkbw,104,Rd7,Rook,Re5,-1,Good,8/6bk/6pp/3r4/4N2P/6P1/R4PK1/8 b - - 1 52,49,48
9ge5pkbw,106,Rf7,Rook,Rd4,3,Good,8/3r2bk/6pp/8/R3N2P/6P1/5PK1/8 b - - 3 53,41,44
9ge5pkbw,108,Bf8,Bishop,Rd7,2,Good,8/5rbk/6pp/8/2R1N2P/6P1/5PK1/8 b - - 5 54,42,44
9ge5pkbw,110,Rd7,Rook,Rd7,-5,Good,5b2/5r1k/6pp/8/2R4P/6P1/3N1PK1/8 b - - 7 55,34,29
9ge5pkbw,112,Bg7,Bishop,Rd5,12,Good,5b2/3r3k/6pp/8/2R4P/5NP1/5PK1/8 b - - 9 56,35,47
9ge5pkbw,114,Re7,Rook,h5,22,Good,8/3r2bk/6pp/8/5R1P/5NP1/5PK1/8 b - - 11 57,31,53
9ge5pkbw,116,Kg8,King,Rd7,340,Blunder,8/4r1bk/6pp/8/6RP/5NP1/5PK1/8 b - - 13 58,34,374
9ge5pkbw,118,Rf7,Rook,Bf6,14,Good,6k1/4r1b1/6pp/8/2R4P/5NP1/5PK1/8 b - - 15 59,28,42
9ge5pkbw,120,Kh7,King,Rf6,1,Good,6k1/5rb1/6pp/8/7P/5NP1/2R2PK1/8 b - - 17 60,30,31
9ge5pkbw,122,Bf6,Bishop,Bf6,-2,Good,8/5rbk/6pp/8/7P/5NP1/4RPK1/8 b - - 19 61,22,20
9ge5pkbw,124,g5,Pawn,Kg7,156,Mistake,8/5r1k/5bpp/8/7P/6P1/4RPKN/8 b - - 21 62,13,169
9ge5pkbw,126,Bg7,Bishop,Ra7,9,Good,8/5r1k/5b1p/6pP/8/6P1/4RPKN/8 b - - 0 63,163,172
9ge5pkbw,128,Kg8,King,Ra7,-2,Good,8/5rbk/7p/6pP/6N1/6P1/4RPK1/8 b - - 2 64,148,146
9ge5pkbw,130,Rf8,Rook,Kh7,31,Inaccuracy,6k1/5rb1/7p/6pP/4R1N1/6P1/5PK1/8 b - - 4 65,136,167
9ge5pkbw,132,Kh7,King,Kh7,15,Good,5rk1/6b1/4R2p/6pP/6N1/6P1/5PK1/8 b - - 6 66,149,164
9ge5pkbw,134,Kh8,King,Kg8,32,Inaccuracy,5r2/4R1bk/7p/6pP/6N1/6P1/5PK1/8 b - - 8 67,225,257
9ge5pkbw,136,Re8,Rook,Kh7,132,Mistake,5r1k/3R2b1/7p/6pP/6N1/6P1/5PK1/8 b - - 10 68,219,351
9ge5pkbw,138,Kh7,King,Kh7,2,Good,4r2k/6b1/3R3p/6pP/6N1/6P1/5PK1/8 b - - 12 69,385,387
9ge5pkbw,140,Kg8,King,Bxh6,44,Inaccuracy,4r3/6bk/7R/6pP/6N1/6P1/5PK1/8 b - - 0 70,445,489
9ge5pkbw,142,Kf7,King,Kh7,15,Good,4r1k1/6b1/6R1/6pP/6N1/6P1/5PK1/8 b - - 2 71,485,500
9ge5pkbw,144,Rh8,Rook,Re2,10,Good,4r3/5kb1/8/6RP/6N1/6P1/5PK1/8 b - - 0 72,507,517
9ge5pkbw,146,Bf8,Bishop,Ke6,36,Inaccuracy,7r/5kb1/8/6RP/5PN1/6P1/6K1/8 b - - 0 73,529,565
9ge5pkbw,148,Ke7,King,Be7,4,Good,5b1r/5k2/8/6RP/5PN1/6PK/8/8 b - - 2 74,523,527
9ge5pkbw,150,Ke8,King,Bxh6,67,Inaccuracy,5b1r/4k3/7P/6R1/5PN1/6PK/8/8 b - - 0 75,473,540
9ge5pkbw,152,Be7,Bishop,Kf7,44,Inaccuracy,4kb1r/8/7P/7R/5PN1/6PK/8/8 b - - 2 76,490,534
9ge5pkbw,154,Kf7,King,Kf8,3,Good,4k2r/4b2P/8/7R/5PN1/6PK/8/8 b - - 0 77,515,518
9ge5pkbw,156,Kg7,King,Bb4,190,Mistake,7r/4bk1P/8/5P1R/6N1/6PK/8/8 b - - 0 78,425,615
9ge5pkbw,158,Rxh7,Rook,Bd6,73,Inaccuracy,7r/4b1kP/8/4NP1R/8/6PK/8/8 b - - 2 79,432,505
9ge5pkbw,160,Kxh7,King,Kxh7,11,Good,8/4b1kR/8/4NP2/8/6PK/8/8 b - - 0 80,531,542
9ge5pkbw,162,Kg7,King,Kh6,16,Good,8/4b2k/8/4NP2/6K1/6P1/8/8 b - - 1 81,539,555
9ge5pkbw,164,Bf6,Bishop,Kf6,474,Blunder,8/4b1k1/8/5P2/6K1/5NP1/8/8 b - - 3 82,87,561
9ge5pkbw,166,Be7,Bishop,Kh6,-4,Good,8/6k1/5b2/5P2/5K2/5NP1/8/8 b - - 5 83,574,570
9ge5pkbw,168,Bd6+,Bishop,Bd6+,-12,Good,8/4b1k1/8/5P2/5KP1/5N2/8/8 b - - 0 84,583,571
9ge5pkbw,170,Be7,Bishop,Be7,22,Good,8/6k1/3b4/5P2/4K1P1/5N2/8/8 b - - 2 85,628,650
9ge5pkbw,172,Bf6,Bishop,Kf7,10,Good,8/4b1k1/8/5PP1/4K3/5N2/8/8 b - - 0 86,657,667
9ge5pkbw,174,Kxf6,King,Kf8,1,Good,8/6k1/5P2/5P2/4K3/5N2/8/8 b - - 0 87,9981,9982
9ge5pkbw,176,Kf7,King,Kf7,0,Good,8/8/5k2/5P2/5K2/5N2/8/8 b - - 1 88,9983,9983
9ge5pkbw,178,Kg7,King,Ke8,1,Good,8/5k2/8/4KP2/8/5N2/8/8 b - - 3 89,9984,9985
9ge5pkbw,180,Kh6,King,Kf8,3,Good,8/6k1/8/4KPN1/8/8/8/8 b - - 5 90,9983,9986
9ge5pkbw,182,Kh7,King,Kh5,5,Good,8/8/4N2k/4KP2/8/8/8/8 b - - 7 91,9980,9985
9ge5pkbw,184,Kg8,King,Kg8,0,Good,8/7k/4NP2/4K3/8/8/8/8 b - - 0 92,9986,9986
9ge5pkbw,186,Kf8,King,Kf7,1,Good,6k1/8/5P2/4K3/5N2/8/8/8 b - - 2 93,9986,9987
9ge5pkbw,188,Kf7,King,Kf7,1,Good,5k2/8/5P2/5K2/5N2/8/8/8 b - - 4 94,9986,9987
9ge5pkbw,190,Kg8,King,Ke8,1,Good,8/5k2/4NP2/5K2/8/8/8/8 b - - 6 95,9985,9986
9ge5pkbw,192,Kh8,King,Kh8,0,Good,6k1/8/4NPK1/8/8/8/8/8 b - - 8 96,9985,9985
9ge5pkbw,194,Kg8,King,Kg8,0,Good,7k/8/5PK1/6N1/8/8/8/8 b - - 10 97,9988,9988
9ge5pkbw,196,Kf8,King,Kh8,0,Good,6k1/8/5P2/5KN1/8/8/8/8 b - - 12 98,9987,9987
9ge5pkbw,198,Ke8,King,Kg8,5,Good,5k2/8/4KP2/6N1/8/8/8/8 b - - 14 99,9988,9993
9ge5pkbw,200,Kf8,King,Kf8,5,Good,4k3/5P2/4K3/6N1/8/8/8/8 b - - 0 100,9989,9994
9ge5pkbw,202,Kg7,King,Kg7,0,Good,5k2/5P1N/4K3/8/8/8/8/8 b - - 2 101,9995,9995
